ProductID,Status,Description,Category,StdAccountingCost,SKU,ItemPrice,UnitOfMeasure,WeightPerUnit,DoesGetBuilt,MSQ,AllocatedDoneDate,OnOrderUnits,RawConsumption,BuildOutToDays,RawConsumption,UPC
104988,Active,"Portofino 10"" STK",Mattress,205.8943,,,,,0,,5/8/2018,0,,,,'742309345306
104989,Active,"Portofino 10"" Cal King",Mattress,201.8313,,,,,0,,5/8/2018,0,,,,'742309345313
10499,Active,Potato Starch (1 Gallon Bucket 6.5 lb) EBE (Shortage),Sell-Buckets,6.89,PotatoStarch1Gal.,27.25,,104,1,,8/14/2018,0,,31,,7.42309E+11
104990,Active,"Portofino 12"" Twin",Mattress,121.4348,Porto12TW,267.95,,,0,,5/8/2018,0,,,,'742309345320
104991,Active,"Portofino 12"" Twin XL",Mattress,128.0945,Porto12TW,267.95,,,0,,5/8/2018,0,,,,'742309345337
104992,Active,"Portofino 12"" Full",Mattress,166.1144,Porto12FU,474.95,,,0,,5/8/2018,0,,,,'742309345344
104993,Active,"Portofino 12"" Short Queen",Mattress,184.4265,,,,,0,,5/8/2018,0,,,,'742309345351
104994,Active,"Portofino 12"" Queen",Mattress,195.7767,Porto12QU,529.95,,,0,,5/8/2018,0,,,,'742309345368
104995,Active,"Portofino 12"" STQ",Mattress,198.2473,,,,,0,,5/8/2018,0,,,,'742309345375
104996,Active,"Portofino 12"" King",Mattress,240.4728,Porto12K,624.95,,,0,,5/8/2018,0,,,,'742309345382
104997,Active,"Portofino 12"" STK",Mattress,242.9434,,,,,0,,5/8/2018,0,,,,'742309345399
104998,Active,"Portofino 12"" Cal King",Mattress,238.5502,Porto12CK,624.95,,,0,,5/8/2018,0,,,,'742309345405
104999,Active,"Portofino 14"" Twin",Mattress,135.2144,Porto14TW,249.95,,,0,,5/8/2018,0,,,,'742309345412
10500,Active,Potato Starch (3.5 Gallon Bucket 25 lb) EBE (Shortage),Sell-Buckets,22.3,PotatoStarch3.5Gal.,70,,400,1,,8/14/2018,0,,31,,7.42309E+11
105000,Active,"Portofino 14"" Twin XL",Mattress,143.736,Porto14TW,249.95,,,0,,5/8/2018,0,,,,'742309345429
105001,Active,"Portofino 14"" Full",Mattress,186.8257,Porto14FU,,,,0,,5/8/2018,0,,,,'742309345436
105002,Active,"Portofino 14"" Short Queen",Mattress,202.3883,,,,,0,,5/8/2018,0,,,,'742309345443
105003,Active,"Portofino 14"" Queen",Mattress,212.354,Porto14QU,369.95,,,0,,5/8/2018,0,,,,'742309345450
105004,Active,"Portofino 14"" STQ",Mattress,215.0036,,,,,0,,5/8/2018,0,,,,'742309345467
105005,Active,"Portofino 14"" King",Mattress,272.2484,,,,,0,,5/8/2018,0,,,,'742309345474
105006,Active,"Portofino 14"" STK",Mattress,274.898,,,,,0,,5/8/2018,0,,,,'742309345481
105007,Active,"Portofino 14"" Cal King",Mattress,269.2574,,,,,0,,5/8/2018,0,,,,'742309345498
105008,Active,"Salerno 2"" Topper Twin",Mattress,29.30262,Saler2TOPTW,63.95,,,0,,5/8/2018,0,,,,'742309345504
105009,Active,"Salerno 2"" Topper Twin XL",Mattress,30.47225,Saler2TOPTWXL,65.95,,,0,,5/8/2018,0,,,,'742309345511
10501,Active,Potato Starch (5 Gallon Bucket 35 lb) EBE (Shortage),Sell-Buckets,36.97,PotatoStarch5Gal.,90,,528,1,,8/14/2018,0,,31,,7.42309E+11
105010,Active,"Salerno 2"" Topper Full",Mattress,39.10213,Saler2TOPF,80.95,,,0,,5/8/2018,0,,,,'742309345528
105011,Active,"Salerno 2"" Topper Queen",Mattress,44.45013,Saler2TOPQU,89.95,,,0,,5/8/2018,0,,,,'742309345535
105012,Active,"Salerno 2"" Topper King",Mattress,55.91016,Saler2TOPK,111.95,,,0,,5/8/2018,0,,,,'742309345542
105013,Active,"Salerno 2"" Topper California King",Mattress,54.45727,Saler2TOPCK,111.95,,,0,,5/8/2018,0,,,,'742309345559
105014,Active,Ravello Pillow,Pillows,6.047886,Ravello,29.95,,,0,,5/8/2018,0,,,,'742309345566
105015,Active,Urbino Pillow,Pillows,12.86635,Urbino,42.95,,,0,,5/8/2018,0,,,,'742309345573
105016,Active,Ancona Low Profile,Pillows,17.11971,AnconaLP,47.95,,,0,,5/8/2018,0,,,,'742309345580
105017,Active,Ancona Medium Profile,Pillows,18.15063,AnconaMP,48.95,,,0,,5/8/2018,0,,,,'742309345597
105018,Active,Ancona High Profile,Pillows,19.19945,AnconaHP,54.95,,,0,,5/8/2018,0,,,,'742309345603
105019,Active,King Size Ancona Low Profile,Pillows,24.16517,AnconaKLP,61.95,,,0,,5/8/2018,0,,,,'742309345610
10502,Active,TAPIOCA STARCH (B/O END OF MARCH) (50 LBS),RAW BULK,26,,,pound,50,0,2,,0,50,,50,
105020,Active,King Size Ancona Medium Profile,Pillows,26.50817,AnconaKMP,64.95,,,0,,5/8/2018,0,,,,'742309345627
105021,Active,King Size Ancona High Profile,Pillows,27.67967,AnconaKHP,65.95,,,0,,5/8/2018,0,,,,'742309345634
105022,Active,Curved Ancona Pillow,Pillows,15.72061,AnconaC,47.95,,,0,,5/8/2018,0,,,,'742309345641
105023,Active,Siena Pillow,Pillows,13.65207,Siena,41.95,,,0,,5/8/2018,0,,,,'742309345658
105024,Active,Genoa Protector Twin,Protectors,6.053245,GenProTW,31.95,,,0,,5/8/2018,0,,,,'742309345665
105025,Active,Genoa Protector Twin XL,Protectors,6.259945,GenProTWXL,31.95,,,0,,5/8/2018,0,,,,'742309345672
105026,Active,Genoa Protector Full,Protectors,7.36579,GenProF,33.95,,,0,,5/8/2018,0,,,,'742309345689
105027,Active,Genoa Protector Queen,Protectors,8.202925,GenProQ,34.95,,,0,,5/8/2018,0,,,,'742309345696
105028,Active,Genoa Protector King,Protectors,9.567145,GenProK,36.95,,,0,,5/8/2018,0,,,,'742309345702
105029,Active,Genoa Protector California King,Protectors,9.51547,GenProCK,36.95,,,0,,5/8/2018,0,,,,'742309345719
10503,Active,DROPPER for 2 oz bottle 20-400 (1700/case),Containers,0.22,,,,,0,50,,0,1,,1,
105030,Active,Bari Protector Twin,Protectors,4.93051,BariProTW,29.95,,,0,,5/8/2018,0,,,,'742309345726
105031,Active,Bari Protector Twin XL,Protectors,5.068765,BariProTWXL,30.95,,,0,,5/8/2018,0,,,,'742309345733
105032,Active,Bari Protector Full,Protectors,5.791945,BariProF,31.95,,,0,,5/8/2018,0,,,,'742309345740
105033,Active,Bari Protector Queen,Protectors,6.344965,BariProQ,31.95,,,0,,5/8/2018,0,,,,'742309345757
105034,Active,Bari Protector King,Protectors,7.22767,BariProK,33.95,,,0,,5/8/2018,0,,,,'742309345764
105035,Active,Bari Protector California King,Protectors,6.86608,BariProCK,32.95,,,0,,5/8/2018,0,,,,'742309345771
105036,Active,Ancona Protector Twin,Protectors,18.25617,AncProTW,47.95,,,0,,5/8/2018,0,,,,'742309345788
105037,Active,Ancona Protector Twin XL,Protectors,18.36252,AncProTWXL,48.95,,,0,,5/8/2018,0,,,,'742309345795
105038,Active,Ancona Protector Full,Protectors,23.95653,AncProF,55.95,,,0,,5/8/2018,0,,,,'742309345801
105039,Active,Ancona Protector Full XL,Protectors,24.05224,AncProFXL,55.95,,,0,,5/8/2018,0,,,,'742309345818
10504,Active,Knock Off Mattress Twin Foundation Replaces Box Spring and Bed Frame All in one unit 1 minute setup 1200 pounds distrubuted weight capacity,Mattress,,KOFFT,,,,,,,0,,,,7.42309E+11
105040,Active,Ancona Protector Queen,Protectors,26.7429,AncProQ,59.95,,,0,,5/8/2018,0,,,,'742309345825
105041,Active,Ancona Protector King,Protectors,32.77294,AncProK,66.95,,,0,,5/8/2018,0,,,,'742309345832
105042,Active,Ancona Protector California King,Protectors,31.39039,AncProCK,66.95,,,0,,5/8/2018,0,,,,'742309345849
105043,Active,Trieste Protector Twin,Protectors,10.73722,TrieProTW,37.95,,,0,,5/8/2018,0,,,,'742309345856
105044,Active,Trieste Protector Twin XL,Protectors,11.12008,TrieProTWXL,38.95,,,0,,5/8/2018,0,,,,'742309345863
105045,Active,Trieste Protector Full,Protectors,12.9174,TrieProF,41.95,,,0,,5/8/2018,0,,,,'742309345870
105046,Active,Trieste Protector Full XL,Protectors,13.32153,TrieProFXL,52.95,,,0,,5/8/2018,0,,,,'742309345887
105047,Active,Trieste Protector Queen,Protectors,14.35312,TrieProQ,43.95,,,0,,5/8/2018,0,,,,'742309345894
105048,Active,Trieste Protector King,Protectors,16.80981,TrieProK,45.95,,,0,,5/8/2018,0,,,,'742309345900
105049,Active,Trieste Protector California King,Protectors,16.72473,TrieProCK,45.95,,,0,,5/8/2018,0,,,,'742309345917
10505,Active,Knock Off Mattress Twin XL Foundation Replaces Box Spring and Bed Frame All in one unit 1 minute setup 1200 pounds distrubuted weight capacity,Mattress,,KOFFTXL,,,,,,8/10/2018,0,,,,7.42309E+11
105050,Active,Sorrento Low Profile,Pillows,8.56355,SorrLP,31.95,,,0,,5/8/2018,0,,,,'742309345924
105051,Active,Sorrento Medium profile,Pillows,8.73371,SorrMP,31.95,,,0,,5/8/2018,0,,,,'742309345931
105052,Active,Sorrento High Profile,Pillows,8.90387,SorrHP,32.95,,,0,,5/8/2018,0,,,,'742309345948
105053,Active,Corn Starch (1 Gallon Bucket 4.5 lb) EBE,Sell-Buckets,7.17,CornStarch1gal,19.95,,72,1,,6/7/2018,0,,31,,7.42309E+11
105054,Active,Corn Starch (3.5 Gallon Bucket 23 lb) EBE,Sell-Buckets,22.55,CornStarch3.5gal,46.95,,368,1,,6/7/2018,0,2,31,2,7.42309E+11
105055,Active,Corn Starch (5 Gallon Bucket 25 lb) EBE,Sell-Buckets,27.27,CornStarch5gal,56.95,,400,1,,6/7/2018,0,2,31,2,7.42309E+11
105056,Active,Vitamin C Powder (1 Gallon Bucket 8 lb) EBE,Sell-Buckets,43.92,Vitaminc1gal,69.95,,128,1,,6/7/2018,0,2,31,2,7.42309E+11
105057,Active,Vitamin C Powder (3.5 Gallon Bucket 35 lb) EBE,Sell-Buckets,185.97,Vitaminc3.5gal,259.75,,448,1,,6/7/2018,0,2,31,2,7.42309E+11
105058,Active,Vitamin C Powder (5 Gallon Bucket 45 lb) EBE,Sell-Buckets,236.99,Vitaminc5gal,339.75,,640,1,,6/7/2018,0,2,31,2,7.42309E+11
105059,Active,SLSA (1 Gallon Bucket 6 lb) EBE,Sell-Buckets,37.84,SLSA1gal,69.75,oz,128,1,,6/7/2018,0,1.5,31,1.5,7.42309E+11
10506,Active,Knock Off Mattress Full Foundation Replaces Box Spring and Bed Frame All in one unit 1 minute setup 1200 pounds distrubuted weight capacity,Mattress,,KOFFF,,,,,,8/10/2018,0,,,,7.42309E+11
105060,Active,SLSA 3.5 Gallon Bucket (23 LBS) EBE,Sell-Buckets,140.39,SLSA3.5gal,245,oz,448,1,,6/7/2018,0,1.5,31,1.5,7.42309E+11
105061,Active,SLSA (5 Gallon Bucket 30 lbs) EBE,Sell-Buckets,180.76,SLSA5gal,305,oz,640,1,,6/7/2018,0,1.5,31,1.5,7.42309E+11
105062,Active,"Support Plus 7"" King",Mattress,,BSPK,405,,,,,6/18/2018,0,,,,7.42309E+11
105063,Active,"Support Plus 7"" California King",Mattress,,BSPCK,405,,,,,6/18/2018,0,,,,7.42309E+11
105064,Active,"Florence King Mattress 5"" top layer of foam 7"" inch Individually wrapped coil spring foundation",Mattress,,FLK,490,,,,,6/18/2018,0,,,,7.42309E+11
105065,Active,"Florence California King Mattress 5"" top layer of foam 7"" inch Individually wrapped coil spring foundation",Mattress,,FLCK,490,,,,,6/18/2018,0,,,,7.42309E+11
105066,Active,"Boschettu Portofino 8"" King Mattress",Mattress,,Porto8K,475,,,,,6/18/2018,0,,,,7.42309E+11
105067,Active,"Boschettu Portofino 8"" California King Mattress",Mattress,,Porto8CK,475,,,,,6/18/2018,0,,,,7.42309E+11
10507,Active,Knock Off Mattress Queen Foundation Replaces Box Spring and Bed Frame All in one unit 1 minute setup 1200 pounds distrubuted weight capacity,Mattress,,KOFFQ,,,,,,7/24/2018,0,,,,7.42309E+11
10508,Active,Knock Off Mattress King Foundation Replaces Box Spring and Bed Frame All in one unit 1 minute setup 1200 pounds distrubuted weight capacity,Mattress,,KOFFK,,,,,,7/24/2018,0,,,,7.42309E+11
10509,Active,Knock Off Mattress California King Foundation Replaces Box Spring and Bed Frame All in one unit 1 minute setup 1200 pounds distrubuted weight capacity,Mattress,,KOFFCK,,,,,,7/24/2018,0,,,,7.42309E+11
10510,Active,"Knock Off Mattress Twin 7"" Supportive",Mattress,,KOSup7T,,,,,,7/24/2018,0,,,,7.42309E+11
10511,Active,"Knock Off Mattress Twin XL S 7"" Supportive",Mattress,,KOSup7TXLS,,,,,,7/24/2018,0,,,,7.42309E+11
10512,Active,"Knock Off Mattress Full 7"" Supportive",Mattress,,KOSup7F,,,,,,7/24/2018,0,,,,7.42309E+11
10513,Active,"Knock Off Mattress Twin 11"" Hybrid Coil",Mattress,,KOHT,,,,,,7/24/2018,0,,,,7.42309E+11
10514,Active,"Knock Off Mattress Twin XL 11"" Hybrid Coil",Mattress,,KOHTXL,,,,,,7/24/2018,0,,,,7.42309E+11
10515,Active,"Knock Off Mattress Full 11"" Hybrid Coil",Mattress,,KOHF,,,,,,7/24/2018,0,,,,7.42309E+11
10516,Active,"Knock Off Mattress Queen 11"" Hybrid Coil",Mattress,,KOHQ,,,,,,7/24/2018,0,,,,7.42309E+11
10517,Active,"Knock Off Mattress King 11"" Hybrid Coil",Mattress,,KOHK,,,,,,7/24/2018,0,,,,7.42309E+11
10518,Active,"Knock Off Mattress California King 11"" Hybrid Coil",Mattress,,KOHCK,,,,,,7/24/2018,0,,,,7.42309E+11
10519,Active,"Knock Off Mattress COMBO Twin 11"" Hybrid Coil",Mattress,,KOCHT,,,,,,7/24/2018,0,,,,7.42309E+11
10520,Active,"Knock Off Mattress COMBO Twin XL 11"" Hybrid Coil",Mattress,,KOCHTXLS,,,,,,7/24/2018,0,,,,7.42309E+11
10521,Active,"Knock Off Mattress COMBO Full 11"" Hybrid Coil",Mattress,,KOCHF,,,,,,7/24/2018,0,,,,7.42309E+11
10522,Active,"Knock Off Mattress COMBO Queen 11"" Hybrid Coil",Mattress,,KOCHQ,,,,,,7/24/2018,0,,,,7.42309E+11
10523,Active,"Knock Off Mattress COMBO King 11"" Hybrid Coil",Mattress,,KOCHK,,,,,,7/24/2018,0,,,,7.42309E+11
10524,Active,"Knock Off Mattress COMBO California King 11"" Hybrid Coil",Mattress,,KOCHCK,,,,,,7/24/2018,0,,,,7.42309E+11
10525,Active,"Knock Off Mattress Kids Twin Red 5"" Mattress",Mattress,,KOK5T,,,,,,7/24/2018,0,,,,7.42309E+11
10526,Active,"Knock Off Mattress Kids Full Red 5"" Mattress",Mattress,,KOK5F,,,,,,7/24/2018,0,,,,7.42309E+11
10527,Active,"Knock Off Mattress Kids Twin 7"" Mattress and Blue Water Resistant Cover",Protectors,,KO7T,,,,,,7/24/2018,0,,,,7.42309E+11
10528,Active,"Knock Off Mattress Kids Full 7"" Mattress and Blue Water Resistant Cover",Protectors,,KO7F,,,,,,7/24/2018,0,,,,7.42309E+11
10529,Active,"Knock Off Mattress Kids Twin 7"" Mattress and Pink Water Resistant Cover",Protectors,,KO7PT,,,,,,7/24/2018,0,,,,7.42309E+11
10530,Active,"Knock Off Mattress Kids Full 7"" Mattress and Pink Water Resistant Cover",Protectors,,KO7PF,,,,,,7/24/2018,0,,,,7.42309E+11
10531,Active,"Knock Off Mattress 8"" Memory Foam Twin Mattress",Mattress,,KO8T,,,,,,7/24/2018,0,,,,7.42309E+11
10532,Active,"Knock Off Mattress 8"" Memory Foam Twin XL soft luxurious zip off anti microbial cover",Mattress,,KO8TXLS,,,,,,7/24/2018,0,,,,'742309350621
10533,Active,"Knock Off Mattress 8"" Memory Foam",Mattress,,KO8F,,,,,,7/24/2018,0,,,,7.42309E+11
10534,Active,"Knock Off Mattress 8"" Memory Foam Queen",Mattress,,KO8Q,,,,,,7/24/2018,0,,,,7.42309E+11
10535,Active,"Knock Off Mattress 8"" Memory Foam King Mattress",Mattress,,KO8K,,,,,,7/24/2018,0,,,,7.42309E+11
10536,Active,"Knock Off 8"" Memory Foam California King Mattress",Mattress,,KO8CK,,,,,,7/24/2018,0,,,,7.42309E+11
10537,Active,"Knock Off Mattress Twin Super Support 7"" Memory Foam Mattress",Mattress,,KOMFT,,,,,,7/24/2018,0,,,,7.42309E+11
10538,Active,"Knock Off Mattress Twin XL Super Support 7"" Memory Foam Mattress",Mattress,,KOMFTXL,,,,,,7/24/2018,0,,,,7.42309E+11
10539,Active,"Knock Off Mattress Full Super Support 7"" Memory Foam Mattress",Mattress,,KOMFF,,,,,,7/24/2018,0,,,,7.42309E+11
10540,Active,"Knock Off Mattress Queen Short Super Support 7"" Memory Foam Mattress",Mattress,,KNMFSQ,,,,,,7/24/2018,0,,,,7.42309E+11
10541,Active,"Knock Off Mattress Queen Super Support 7"" Memory Foam Mattress",Mattress,,KOMFQ,,,,,,7/24/2018,0,,,,7.42309E+11
10542,Active,"Knock Off Mattress King Super Support 7"" Memory Foam Mattress",Mattress,,KOMFK,,,,,,7/24/2018,0,,,,7.42309E+11
10543,Active,"Knock Off Mattress California King Super Support 7"" Memory Foam Mattress",Mattress,,KOMFCK,,,,,,7/24/2018,0,,,,7.42309E+11
10544,Active,"Knock Off Mattress 8"" Twin with 4 layer memory foam",Mattress,,KO8TW,,,,,,7/24/2018,0,,,,7.42309E+11
10545,Active,"Knock Off Mattress 8"" Twin XL Mattress with 4 layer memory foam",Mattress,,KO8TXL4L,,,,,,7/24/2018,0,,,,7.42309E+11
10546,Active,"Knock Off Matress 8"" Full with 4 layer memory foam",Mattress,,KO8FU4L,,,,,,7/24/2018,0,,,,7.42309E+11
10547,Active,"Knock Off Mattress 8"" Queen with 4 layer memory foam",Mattress,,KO8Q4L,,,,,,7/24/2018,0,,,,7.42309E+11
10548,Active,"Knock Off Mattress 8"" King with 4 layer memory foam",Mattress,,KO8K4L,,,,,,7/24/2018,0,,,,7.42309E+11
10549,Active,"Knock Off 8"" California King with 4 layer memory foam",Mattress,,KO8CK4L,,,,,,7/24/2018,0,,,,7.42309E+11
10550,Active,"Knock Off Mattress 10"" Twin with 4 layer memory foam",Mattress,,KO10TW,,,,,,7/24/2018,0,,,,7.42309E+11
10551,Active,"Knock Off Mattress 10"" Twin XL with 4 layer memory foam",Mattress,,KO10TWXL,,,,,,7/24/2018,0,,,,7.42309E+11
10552,Active,"Knock Off Mattress 10"" Full with 4 layer memory foam",Mattress,,KO10FU,,,,,,7/24/2018,0,,,,7.42309E+11
10553,Active,"Knock Off Mattress 10"" Queen with 4 layer memory foam",Mattress,,KO10QU,,,,,,7/24/2018,0,,,,7.42309E+11
10554,Active,"Knock Off Mattress 10"" King with 4 layer memory foam",Mattress,,KO10K,,,,,,7/24/2018,0,,,,7.42309E+11
10555,Active,"Knock Off Mattress 10"" California King with 4 layer memory foam",Mattress,,KO10CK,,,,,,7/24/2018,0,,,,7.42309E+11
10556,Active,"Knock Off Mattress 12"" Twin with 4 layer memory foam",Mattress,,KO12TW,,,,,,7/24/2018,0,,,,7.42309E+11
105560,Active,Tapioca Starch Flour (8 oz) POI (Single Listing),Sell-Powder,1.46,Tapioca8ozsingle,6.5,,8,1,,8/17/2018,0,,31,,7.42309E+11
105561,Active,Tapioca Starch Flour (2 lb) POI (Single Listing),Sell-Powder,2.8,Tapioca2lbsingle,10.5,,32,1,,8/17/2018,0,,31,,7.42309E+11
105562,Active,Tapioca Starch Flour (3 lb) POI (Single Listing),Sell-Powder,3.73,TapiocaStarch3lbsingle,30.99,,48,1,,8/17/2018,0,,31,,7.42309E+11
105563,Active,Tapioca Starch Flour (5 lb) POI (Single Listing),Sell-Powder,5.19,TapiocaStarch5lbsingle,23.99,,80,1,,8/10/2018,0,,31,,7.42309E+11
105564,Active,Tapioca Starch Flour (2 lb) POI,Sell-Powder,2.8,Tapioca2lb,10.5,,32,1,,8/17/2018,0,,31,,7.42309E+11
105565,Active,Tapioca Starch Flour (5 lb) POI,Sell-Powder,5.19,TapiocaStarch5lb,19.99,,80,1,,8/10/2018,0,,31,,7.42309E+11
105566,Active,Light Brown Kraft Rigid Gift Boxes 4 5/8 x 3 1/8 x 1 3/4,Boxes,0.91,,0.91,,,,,,0,,,,
105567,Active,FLAX SEED MEAL (25 LBS),RAW BULK,45.73,,,pound,25,,,,0,25,,25,
105568,Active,QUINOA ORGANIC (25 LBS),RAW BULK,45.04,,,pound,25,,,,0,25,,25,
105569,Active,CINNAMON STICKS (5 LBS) DO NOT ORDER.,RAW BULK,,,,pound,5,,,,0,5,,5,
10557,Active,"Knock Off Mattress 12"" Twin XL with 4 layer memory foam",Mattress,,KO12TWXL,,,,,,7/24/2018,0,,,,7.42309E+11
105570,Active,Acacia Fiber Capsules (WRONG SIZE) (100 Capsules 250MG) POI (Deativate when Sold out),Sell-Capsules,2.98,AcaciaFiberCaps100c.POI,9.95,,4,1,,9/27/2018,0,,45,,7.42309E+11
105571,Active,ARROWROOT POWDER REGAL BULK (25 LBS),RAW BULK,32.33,,,pound,25,,,,0,25,,25,
105572,Active,SMOKED PAPRIKA REGAL BULK (25 LBS),RAW BULK,78.88,,,pound,25,,,,0,25,,25,
105573,Active,GROUND CAYENNE PEPPER REGAL BULK (25 LBS),RAW BULK,48.8,,,pound,25,,,,0,25,,25,
105574,Active,TURMERIC GROUND REGAL (5 LBS),RAW BULK,10.67,,,pound,25,,,,0,5,,5,
105575,Active,POPPY SEED (B/O ???) REGAL BULK (25 LBS),RAW BULK,38.5,,,pound,25,,,,0,25,,25,
105576,Active,REGULAR ROLLED OATS (50 LBS) (KILL),RAW BULK,25.34,,,pound,50,,,,0,50,,50,
105577,Active,MORINGA LEAF POWDER ORGANIC (2 LBS) KILL,RAW BULK,18,,,pound,2,,,,0,2,,2,
105578,Active,GREEN TEA (KILL-DO NOT BUY) (3 X 16 OZ) (3 LBS),RAW BULK,39.99,,,pound,3,,,,0,3,,3,
105579,Active,MACA POWDER (KILL-DO NOT BUY) (1 LB),RAW BULK,10.97,,,pound,1,,,,0,1,,1,
10558,Active,"Knock Off Mattress 12"" Full with 4 layer memory foam",Mattress,,KO12FU,,,,,,7/24/2018,0,,,,7.42309E+11
105580,Active,L-ARGININE POWDER NOW SPORTS (1 LB),RAW BULK,12.8,,,pound,1,,,,0,1,,1,
105581,Active,ASHWAGANDHA ROOT POWDER TERRASOUL SUPERFOODS (4 x 16 OZ) (4 LBS),RAW BULK,44.99,,,pound,4,,,,0,4,,4,
105582,Active,WHOLE BLACK PEPPERCORN REGAL (5 LBS),RAW BULK,26.62,,,pound,5,,,,0,5,,5,
105583,Active,POPCORN KERNELS MAGIC MUSHROOM CONAGRA (50 LBS) LOOKING FOR NEW SOURCE,RAW BULK,23.82,,,pound,50,,,,0,50,,50,
105584,Active,Acacia Fiber (Tub 1.25 lb) EBE,Sell-Tub,7.7,AcaciaFiberTub1.25lb.EBE,18.5,,20,1,,9/25/2018,0,,31,,7.42309E+11
105585,Active,POLY BAG 3X4 2MIL (1000/CS),Packaging,,,0.01,,,,500,,0,1,,1,
105586,Active,Hulled Millet (3 lb) POI,Sell-Powder,3.95,HullMillet3lb.POI,14.95,,48,1,,10/2/2018,0,,31,,7.42309E+11
105587,Active,Quinoa Organic (4 lb) POI,Sell-Powder,10.07,Quinoa4lb.POI,24.95,,64,1,,10/9/2018,0,,31,,7.42309E+11
105588,Active,Cocoa Powder (2 lb) POI,Sell-Powder,6.72,CocoaPow2lb.POI,17.95,,32,1,,10/9/2018,0,,31,,7.42309E+11
105589,Active,Cocoa Powder (1 lb) POI,Sell-Powder,3.97,CocoaPow1lb.POI,12.95,,16,1,,10/9/2018,0,,31,,7.42309E+11
10559,Active,"Knock Off Mattress 12"" Queen with 4 layer memory foam",Mattress,,KO12QU,,,,,,7/24/2018,0,,,,7.42309E+11
105590,Active,Calcium Carbonate (1 Gallon Bucket 8 lb) POI,Sell-Buckets,8.85,CalCarb1gal.POI,27.99,,128,1,,10/3/2018,0,,31,,7.42309E+11
105591,Active,Cinnamon Sticks (1 lb) POI,Sell-Powder,6.24,CinnaSticks1lb.POI,12.95,,16,1,,10/2/2018,0,,31,,7.42309E+11
105592,Active,Aluminum Oxide (8 oz) POI (Single Listing),Sell-Powder,1.85,AlumOx8oz.POI.single,7.75,,8,1,,9/25/2018,0,,31,,7.42309E+11
105593,Active,POLY BAG 3X8 2MIL,Packaging,0.012,,,,,,100,,0,,,,
105594,Active,Ammonium Sulfate (50 lb) POI (RET),Sell-Powder,,AmmSulf800oz,145,oz,800,1,,7/23/2018,0,,31,,
105595,Active,Flaxseed Meal (1 lb) POI,Sell-Powder,3.41,Flaxseed1lb.POI,12.25,,16,1,,10/16/2018,0,,31,,7.42309E+11
105596,Active,ALL-PURPOSE SAND OLDCASTLE (900 LBS),RAW BULK,37.98,,,pound,900,0,,,0,900,,900,
105597,Active,Washing Soda (5 Gallon Bucket 50 lb) POI,Sell-Buckets,36.22,WashSoda5gal.POI,100,,800,1,,10/10/2018,0,,31,,7.42309E+11
105598,Active,Washing Soda (1 Gallon Bucket 9 lb) POI,Sell-Buckets,8.23,WashSoda1gal.POI,21.85,,144,1,,10/22/2018,0,,31,,7.42309E+11
105599,Active,Gum Arabic (Acacia) (4 oz) POI (Single),Sell-Powder,2.13,GumArab4ozPOI.single,10.99,,4,1,,9/27/2018,0,,31,,7.42309E+11
10560,Active,"Knock Off Mattress 14"" Twin XL with 4 layer memory foam",Mattress,,KO14TWXL,,,,,,7/24/2018,0,,,,7.42309E+11
105600,Active,Gum Arabic (Acacia) (2 oz) POI (Single Listing),Sell-Powder,19.38,GumArab2ozPOI.single,899,,2,1,,9/27/2018,0,,31,,7.42309E+11
105601,Active,Borax Powder (1 Gallon Bucket 9 lb) POI,Sell-Powder,8.39,Borax.1gal.POI,22.5,,144,1,,10/12/2018,0,,31,,7.42309E+11
105602,Active,SLSA (1 Gallon Bucket 6 lb) POI,Sell-Buckets,38.65,SLSA.1gal.POI,64.99,,96,1,,10/22/2018,0,,31,,7.42309E+11
105603,Active,Soy Flour (2 lb) POI (Single Listing),Sell-Powder,3.37,SoyFlour2lb.POI.single,14.95,,32,1,,10/9/2018,0,,31,,7.42309E+11
105604,Active,Cacao (Cocoa) Powder Capsules (100 Capsules 300 MG) POI,Sell-Capsules,2.93,CocoaPow.100c.POI,9.25,,4,1,,10/12/2018,0,,45,,7.42309E+11
105605,Active,Soy Flour (1 lb Tub) EBE,Sell-Tub,3.51,SoyFlourTub.1lb.EBE,12.95,,16,1,,10/10/2018,0,,31,,7.42309E+11
105606,Active,Cream of Tartar (55 lb.) POI,Sell-Powder,,CrOfTar55lb,,,880,1,,,0,1,31,1,
105607,Active,EDTA Powder (Tub 2 lb) EBE,Sell-Tub,15.36,EDTA.tub.2lbs.EBE,29.95,,32,1,,10/24/2018,0,,31,,7.42309E+11
105608,Active,Turmeric Capsules (100 capsules 250 mg) POI ,Sell-Capsules,2.89,Turmeric100c.POI,9.85,,4,1,,10/29/2018,0,,45,,7.42309E+11
105609,Active,Salicylic Acid 5% Peel (1 fl oz) UNP,Sell-Cosmetics,1.94,SalicylicAcid5%.UNP,13.75,,1,1,,,0,,31,,7.42309E+11
10561,Active,"Knock Off Mattress 14"" Queen with 4 layer memory foam",Mattress,,KO14QU,,,,,,7/24/2018,0,,,,7.42309E+11
105610,Active,Salicylic Acid 2% Peel (1 fl oz) UNP,Sell-Cosmetics,1.82,SalicylicAcid2%.UNP,7.95,,1,1,,,0,,31,,7.42309E+11
